age,employment_type,annual_income,credit_history_years,dependents,education_level,region,total_credit_limit,used_credit,credit_utilization,loan_count,avg_monthly_spend,total_monthly_debt,debt_to_income,savings_rate,missed_payments_12m,job_loss_flag,medical_expense_flag,income_drop_pct,risk_score,risk_class,default_12m
35,salaried,58586,16,2,post_graduate,rural,63530,8414,0.132,1,4358,2536,0.519,0.107,2,0,0,0.01,0.35,medium,0
22,self_employed,27846,1,1,post_graduate,rural,20508,4058,0.198,3,2065,411,0.177,0.11,0,0,0,0.01,0.05,low,0
22,self_employed,77429,3,2,post_graduate,urban,44523,31570,0.709,2,5794,4458,0.691,0.102,0,0,0,0.07,0.4,medium,0
31,salaried,79700,2,1,graduate,metro,61040,26653,0.437,5,4239,3087,0.465,0.362,0,0,0,0.05,0.05,low,0
51,self_employed,58040,26,1,graduate,urban,37363,8502,0.228,1,4265,1936,0.4,0.118,0,0,1,0.04,0.05,low,0
32,salaried,105048,6,3,high_school,rural,84865,41018,0.483,2,5233,2882,0.329,0.402,1,0,0,0.02,0.05,low,0
19,salaried,50663,1,1,post_graduate,metro,20421,11861,0.581,1,1744,2698,0.639,0.587,0,1,0,0.48,0.65,high,1
32,salaried,79403,9,2,graduate,urban,95068,24653,0.259,0,3389,1630,0.246,0.488,0,0,0,0.08,0.05,low,0
32,salaried,35960,12,3,high_school,rural,24560,7873,0.321,2,2615,813,0.271,0.127,1,0,0,0.09,0.05,low,0
18,self_employed,59173,1,1,graduate,metro,36297,12943,0.357,1,2006,855,0.173,0.593,0,1,0,0.53,0.3,medium,0
34,self_employed,54875,11,0,high_school,urban,51537,8981,0.174,1,3077,2540,0.555,0.327,0,0,0,0.01,0.05,low,0
32,self_employed,67013,10,3,graduate,metro,42051,18152,0.432,2,2444,2553,0.457,0.562,1,0,0,0.07,0.05,low,0
41,salaried,49773,12,2,graduate,metro,52259,10004,0.191,2,2253,1930,0.465,0.457,0,0,1,0.02,0.05,low,0
53,salaried,56064,13,1,graduate,urban,39740,4248,0.107,2,2074,1079,0.231,0.556,0,0,0,0.03,0.05,low,0
46,salaried,90492,4,2,post_graduate,metro,85750,16405,0.191,4,6257,3700,0.491,0.17,0,0,0,0.02,0.05,low,0
32,salaried,48127,7,0,high_school,metro,19092,7988,0.418,1,2789,2243,0.559,0.305,0,0,0,0.08,0.05,low,0
23,salaried,26814,2,0,graduate,rural,28463,6149,0.216,1,1901,703,0.315,0.149,0,0,0,0.06,0.05,low,0
60,salaried,143600,26,0,graduate,metro,138164,45358,0.328,3,8905,6950,0.581,0.256,0,0,1,0.06,0.05,low,0
35,salaried,119458,15,2,graduate,rural,58599,21179,0.361,3,8815,3078,0.309,0.115,0,0,1,0.07,0.05,low,0
35,salaried,31378,8,0,post_graduate,rural,13516,1908,0.141,2,1712,1450,0.555,0.345,0,0,1,0.02,0.05,low,0
34,self_employed,84529,7,2,graduate,metro,49420,42729,0.865,2,5067,846,0.12,0.281,0,0,0,0.04,0.3,medium,1
36,unemployed,46560,15,1,graduate,metro,54869,16312,0.297,1,2670,1671,0.431,0.312,0,0,1,0.06,0.05,low,0
33,unemployed,68305,7,0,high_school,urban,36280,20156,0.556,4,3655,3880,0.682,0.358,2,0,0,0.06,0.7,high,0
29,salaried,69363,8,0,post_graduate,urban,49283,16968,0.344,2,4757,3981,0.689,0.177,3,0,0,0.08,0.7,high,1
29,salaried,53252,11,2,graduate,metro,17414,10261,0.589,5,3205,1193,0.269,0.278,0,0,0,0.03,0.05,low,0
34,salaried,40461,1,2,graduate,urban,26603,16046,0.603,3,2699,1230,0.365,0.2,0,0,0,0.08,0.05,low,0
29,self_employed,42392,1,1,high_school,metro,34515,14889,0.431,3,2802,486,0.138,0.207,2,0,0,0.04,0.35,medium,1
27,salaried,37869,8,0,high_school,rural,43845,4080,0.093,1,1563,1969,0.624,0.505,1,0,0,0.07,0.4,medium,0
36,salaried,39501,4,4,graduate,metro,30220,21709,0.718,4,2386,1452,0.441,0.275,0,0,0,0.05,0.05,low,0
32,self_employed,57896,5,0,post_graduate,metro,60049,13348,0.222,0,2411,1597,0.331,0.5,0,0,0,0.09,0.05,low,0
50,salaried,41861,8,2,graduate,metro,33171,4702,0.142,1,2412,584,0.167,0.309,0,1,0,0.29,0.3,medium,0
18,salaried,84206,1,3,post_graduate,rural,28352,16105,0.568,2,5183,4687,0.668,0.261,0,0,0,0.07,0.4,medium,0
45,salaried,125947,5,2,graduate,urban,73491,29942,0.407,0,9431,4388,0.418,0.101,3,0,0,0.06,0.35,medium,0
47,salaried,44800,26,1,graduate,rural,36646,14389,0.393,2,1550,1007,0.27,0.585,1,0,0,0.02,0.05,low,0
18,salaried,67487,1,1,high_school,metro,77983,19383,0.249,1,2506,1744,0.31,0.554,0,0,1,0.01,0.05,low,0
31,salaried,76867,4,1,post_graduate,metro,82494,51308,0.622,2,2808,1680,0.262,0.562,1,1,1,0.38,0.3,medium,0
31,salaried,75811,12,1,high_school,metro,38323,6256,0.163,6,3785,2912,0.461,0.401,0,0,1,0.02,0.05,low,0
20,salaried,62191,2,0,post_graduate,urban,30977,12306,0.397,3,4202,3410,0.658,0.189,0,0,0,0.02,0.4,medium,0
27,self_employed,86798,5,2,post_graduate,urban,41754,5907,0.141,3,5945,4441,0.614,0.178,1,0,0,0.1,0.4,medium,0
23,salaried,76200,2,0,post_graduate,urban,86124,49138,0.571,2,4879,2389,0.376,0.232,1,0,0,0.07,0.05,low,0
52,salaried,32246,7,3,graduate,metro,34419,27988,0.813,3,2279,1601,0.596,0.152,2,0,0,0.03,0.6,high,1
44,salaried,92464,13,1,graduate,rural,92223,44850,0.486,2,4326,2726,0.354,0.439,0,0,1,0.06,0.05,low,0
47,unemployed,93306,20,0,post_graduate,metro,60971,11825,0.194,1,3452,1954,0.251,0.556,0,0,0,0.05,0.05,low,0
42,salaried,40878,5,3,high_school,rural,30819,17337,0.563,4,1461,2350,0.69,0.571,0,0,0,0.08,0.4,medium,0
23,salaried,61020,5,1,graduate,metro,43806,13039,0.298,4,4200,1435,0.282,0.174,1,0,0,0.07,0.05,low,0
29,self_employed,84260,3,1,high_school,urban,44494,10213,0.23,5,5373,2066,0.294,0.235,0,0,1,0.08,0.05,low,0
39,self_employed,53924,15,0,graduate,metro,40687,13155,0.323,0,3367,3117,0.694,0.251,1,0,0,0.02,0.4,medium,1
22,salaried,102384,4,1,high_school,urban,33525,3233,0.096,1,4861,1538,0.18,0.43,2,0,0,0.06,0.35,medium,1
42,self_employed,195230,15,0,high_school,urban,81729,58755,0.719,0,9598,9050,0.556,0.41,1,0,0,0.0,0.05,low,0
32,salaried,40417,14,1,graduate,urban,44375,15489,0.349,1,2960,2227,0.661,0.121,2,0,0,0.01,0.7,high,0
31,salaried,30015,4,1,graduate,urban,29310,13110,0.447,1,1080,1018,0.407,0.568,0,0,0,0.07,0.05,low,0
42,salaried,69696,19,2,graduate,urban,47433,34650,0.731,1,4570,589,0.101,0.213,2,0,1,0.0,0.35,medium,0
39,salaried,85886,13,3,high_school,urban,65740,45470,0.692,0,3970,2326,0.325,0.445,0,0,0,0.06,0.05,low,0
31,self_employed,53346,10,1,graduate,rural,33767,8741,0.259,3,1865,742,0.167,0.58,2,0,0,0.08,0.35,medium,0
46,salaried,123825,21,1,high_school,metro,119701,46588,0.389,2,7958,3608,0.35,0.229,0,0,1,0.04,0.05,low,0
24,salaried,30659,5,0,graduate,urban,30835,6736,0.218,0,1444,1466,0.574,0.435,1,0,0,0.0,0.05,low,0
41,self_employed,84665,23,0,graduate,urban,83560,52008,0.622,1,5369,2562,0.363,0.239,1,0,0,0.07,0.05,low,0
40,self_employed,44226,20,2,graduate,metro,42030,28967,0.689,2,2778,1323,0.359,0.246,0,0,0,0.09,0.05,low,0
31,salaried,141448,13,0,graduate,urban,68468,6857,0.1,7,7866,5116,0.434,0.333,0,0,0,0.07,0.05,low,1
38,salaried,162146,20,1,graduate,metro,97964,71617,0.731,5,10656,6067,0.449,0.211,0,0,0,0.06,0.05,low,0
22,salaried,40809,1,0,post_graduate,metro,29499,5138,0.174,3,2348,2087,0.614,0.31,0,0,0,0.02,0.4,medium,1
44,self_employed,45488,6,0,graduate,metro,27188,9248,0.34,0,2059,1080,0.285,0.457,0,0,0,0.0,0.05,low,0
33,self_employed,92023,15,2,graduate,metro,90131,10822,0.12,1,5882,4547,0.593,0.233,1,1,1,0.23,0.3,medium,0
29,unemployed,49337,4,2,graduate,urban,29425,13658,0.464,2,2855,1807,0.44,0.306,1,0,0,0.02,0.05,low,0
45,salaried,58529,2,2,high_school,urban,24840,4268,0.172,1,1982,1367,0.28,0.594,1,0,0,0.09,0.05,low,0
27,salaried,60639,6,0,graduate,rural,39969,11411,0.285,1,4299,1400,0.277,0.149,0,0,0,0.05,0.05,low,0
20,salaried,22929,2,2,graduate,urban,27100,9792,0.361,1,1285,605,0.317,0.327,1,0,1,0.05,0.05,low,0
19,salaried,59461,1,2,graduate,metro,29926,2081,0.07,5,4134,2346,0.473,0.166,2,0,0,0.08,0.35,medium,0
41,salaried,42409,16,5,high_school,rural,36087,17590,0.487,2,2973,842,0.238,0.159,0,0,0,0.08,0.05,low,0
22,unemployed,46790,2,1,high_school,rural,32269,1417,0.044,1,2427,2543,0.652,0.378,3,0,0,0.06,0.7,high,1
52,salaried,123231,5,2,post_graduate,urban,44846,12240,0.273,3,6714,4569,0.445,0.346,0,0,0,0.09,0.05,low,0
18,salaried,31944,1,1,graduate,urban,23609,12451,0.527,5,1618,1735,0.652,0.392,0,0,1,0.1,0.4,medium,1
51,self_employed,89913,30,1,high_school,rural,83794,49800,0.594,1,4680,957,0.128,0.375,1,0,0,0.09,0.05,low,0
37,salaried,52079,13,3,graduate,urban,39678,11118,0.28,3,3678,1326,0.306,0.153,1,0,0,0.08,0.05,low,0
34,self_employed,52058,3,2,graduate,rural,56477,8995,0.159,1,3444,493,0.114,0.206,0,0,0,0.07,0.05,low,0
29,salaried,88892,7,0,post_graduate,metro,49783,20703,0.416,3,3431,1950,0.263,0.537,0,0,0,0.07,0.05,low,0
38,salaried,70970,2,0,high_school,metro,26799,13635,0.509,5,4170,3650,0.617,0.295,0,0,0,0.01,0.4,medium,1
34,salaried,79642,13,3,high_school,urban,91023,44071,0.484,2,5959,809,0.122,0.102,1,0,0,0.03,0.05,low,0
46,salaried,97157,11,1,post_graduate,urban,62217,22519,0.362,1,5649,2928,0.362,0.302,0,0,0,0.0,0.05,low,0
36,unemployed,50733,4,1,high_school,rural,41538,26899,0.648,0,3352,721,0.171,0.207,1,0,1,0.01,0.05,low,0
36,salaried,44085,15,0,high_school,rural,44649,13566,0.304,1,2882,1286,0.35,0.216,0,0,0,0.04,0.05,low,0
31,salaried,34801,4,1,post_graduate,metro,20598,6701,0.325,3,1668,1749,0.603,0.425,1,0,1,0.01,0.4,medium,1
34,salaried,39628,9,1,graduate,metro,37430,11624,0.311,4,1934,1564,0.474,0.414,2,0,0,0.09,0.35,medium,1
38,salaried,261593,7,1,high_school,rural,110360,52777,0.478,1,16611,11816,0.542,0.238,0,0,0,0.08,0.05,low,0
18,self_employed,111562,1,0,high_school,urban,62716,21618,0.345,5,6042,2877,0.309,0.35,0,0,0,0.01,0.05,low,0
21,salaried,30468,3,1,high_school,metro,13108,9672,0.738,2,1739,1692,0.666,0.315,2,0,0,0.02,0.7,high,1
42,self_employed,30908,19,2,high_school,urban,31838,21645,0.68,3,1948,1353,0.525,0.244,0,0,0,0.08,0.05,low,0
36,unemployed,76186,6,0,post_graduate,urban,38122,15015,0.394,1,5007,2241,0.353,0.211,0,0,0,0.08,0.05,low,0
33,salaried,78718,6,3,graduate,urban,74440,6406,0.086,3,3514,2334,0.356,0.464,1,1,0,0.29,0.3,medium,0
35,unemployed,78782,15,1,graduate,urban,90518,63215,0.698,1,3107,4275,0.651,0.527,0,0,0,0.1,0.4,medium,0
38,salaried,52707,15,2,post_graduate,metro,40847,21763,0.533,5,2397,1958,0.446,0.454,0,0,0,0.1,0.05,low,0
29,salaried,56233,9,0,graduate,rural,44200,5080,0.115,4,3063,2454,0.524,0.346,1,1,0,0.33,0.3,medium,0
27,salaried,70540,4,0,high_school,urban,50431,28945,0.574,2,3356,2058,0.35,0.429,0,0,0,0.03,0.05,low,0
36,self_employed,62501,9,0,graduate,urban,37081,3057,0.082,3,3563,1219,0.234,0.316,0,0,0,0.08,0.05,low,0
25,unemployed,19738,4,2,post_graduate,metro,14371,1636,0.114,1,701,878,0.534,0.574,0,0,0,0.03,0.05,low,0
39,salaried,53375,18,2,post_graduate,urban,44969,14184,0.315,2,2912,2066,0.464,0.345,1,0,1,0.08,0.05,low,0
18,self_employed,39116,1,1,high_school,metro,46446,43251,0.931,1,1903,1306,0.401,0.416,0,0,0,0.05,0.3,medium,0
45,salaried,65356,18,2,graduate,metro,74766,16321,0.218,5,3634,2583,0.474,0.333,0,0,1,0.08,0.05,low,0
39,salaried,266366,5,0,graduate,urban,286593,199116,0.695,1,13568,4993,0.225,0.389,0,0,0,0.03,0.05,low,0
37,salaried,71951,11,0,post_graduate,metro,79161,53288,0.673,2,3250,3455,0.576,0.458,1,0,1,0.05,0.05,low,0
44,unemployed,51186,5,0,high_school,urban,36908,7481,0.203,0,3634,2853,0.669,0.148,1,1,0,0.58,0.65,high,0
51,salaried,94930,22,2,graduate,metro,84649,40328,0.476,1,3895,5020,0.635,0.508,0,0,0,0.09,0.4,medium,0
45,salaried,76217,26,2,post_graduate,urban,84262,59665,0.708,0,4704,1860,0.293,0.259,0,0,0,0.03,0.05,low,0
18,salaried,73868,1,1,graduate,metro,48284,25647,0.531,3,5308,2115,0.344,0.138,0,0,0,0.09,0.05,low,0
22,salaried,81098,4,1,graduate,metro,94526,12325,0.13,0,4523,3953,0.585,0.331,1,0,1,0.08,0.05,low,0
28,salaried,167421,2,0,high_school,metro,112876,9780,0.087,4,11694,6376,0.457,0.162,1,0,0,0.07,0.05,low,0
35,salaried,34014,13,1,high_school,rural,28604,17698,0.619,1,1310,1215,0.429,0.538,0,0,0,0.08,0.05,low,0
40,self_employed,75872,10,3,graduate,rural,71230,18514,0.26,2,4090,4147,0.656,0.353,0,0,0,0.06,0.4,medium,1
27,salaried,37677,9,3,post_graduate,metro,43537,19934,0.458,2,1973,1323,0.421,0.372,1,0,0,0.02,0.05,low,0
36,salaried,79043,10,2,high_school,urban,41114,10732,0.261,2,2661,2693,0.409,0.596,0,0,0,0.02,0.05,low,0
27,salaried,37822,7,0,graduate,urban,36744,10497,0.286,1,1959,394,0.125,0.378,0,0,0,0.09,0.05,low,0
28,self_employed,48596,4,0,graduate,rural,37357,11485,0.307,2,2367,573,0.141,0.416,0,0,0,0.07,0.05,low,0
20,self_employed,51660,1,0,high_school,metro,27984,6160,0.22,0,3163,449,0.104,0.265,1,0,0,0.02,0.05,low,0
25,salaried,97529,2,1,graduate,urban,97426,47742,0.49,5,7064,5266,0.648,0.131,1,1,0,0.56,0.65,high,1
21,self_employed,94771,2,0,graduate,metro,75532,41123,0.544,4,3497,2724,0.345,0.557,0,0,0,0.04,0.05,low,0
25,salaried,32117,7,1,post_graduate,metro,28740,5867,0.204,4,1508,1020,0.381,0.437,0,0,0,0.02,0.05,low,0
45,salaried,61541,3,1,graduate,rural,36346,7745,0.213,1,3190,3114,0.607,0.378,1,0,0,0.05,0.4,medium,0
25,salaried,41990,1,3,graduate,urban,30784,19861,0.645,1,2196,1629,0.466,0.372,0,0,0,0.03,0.05,low,0
61,salaried,31912,21,1,high_school,metro,27304,5250,0.192,3,2093,1238,0.466,0.213,1,0,1,0.01,0.05,low,0
39,salaried,53717,19,0,post_graduate,metro,35690,16693,0.468,1,2782,1244,0.278,0.379,1,0,0,0.05,0.05,low,0
36,unemployed,51316,2,0,high_school,urban,24556,17360,0.707,3,1768,2567,0.6,0.587,0,0,1,0.06,0.4,medium,0
26,self_employed,201462,3,1,post_graduate,urban,234799,39641,0.169,0,12676,3349,0.199,0.245,0,0,0,0.0,0.05,low,0
42,self_employed,74345,20,1,high_school,metro,56526,14845,0.263,1,5219,817,0.132,0.158,0,0,0,0.04,0.05,low,0
29,salaried,30067,10,2,post_graduate,rural,28880,7382,0.256,3,1646,538,0.215,0.343,2,0,0,0.03,0.35,medium,0
36,salaried,45144,2,1,graduate,metro,30243,9127,0.302,2,2597,980,0.26,0.31,0,0,0,0.0,0.05,low,0
60,self_employed,99776,2,2,post_graduate,metro,61823,25101,0.406,3,4003,2239,0.269,0.519,0,0,0,0.01,0.05,low,0
34,salaried,170113,12,0,high_school,rural,113371,27762,0.245,2,7234,7120,0.502,0.49,1,0,0,0.01,0.05,low,0
46,salaried,27092,24,2,graduate,metro,18104,9016,0.498,1,1168,520,0.23,0.483,0,0,1,0.02,0.05,low,1
27,salaried,23389,1,0,graduate,metro,18471,9594,0.519,2,1199,986,0.506,0.385,2,0,0,0.08,0.35,medium,0
34,self_employed,152585,16,2,post_graduate,urban,120408,43794,0.364,1,10987,1966,0.155,0.136,1,0,0,0.04,0.05,low,0
52,salaried,72751,16,1,high_school,rural,54376,11448,0.211,1,4006,1141,0.188,0.339,0,0,0,0.01,0.05,low,0
28,salaried,38787,7,1,post_graduate,metro,16341,10239,0.627,3,1603,1310,0.405,0.504,0,0,1,0.01,0.05,low,0
53,self_employed,78222,31,2,post_graduate,rural,58390,20975,0.359,6,3474,4257,0.653,0.467,2,0,0,0.03,0.7,high,0
42,salaried,16028,11,3,high_school,urban,7247,780,0.108,1,790,822,0.615,0.409,1,0,0,0.08,0.4,medium,1
29,salaried,59975,8,2,post_graduate,metro,24800,4509,0.182,2,3556,3404,0.681,0.289,1,0,0,0.04,0.4,medium,1
41,salaried,70538,1,0,graduate,urban,80369,26502,0.33,5,3644,2881,0.49,0.38,0,0,0,0.02,0.05,low,0
44,salaried,95047,11,1,graduate,metro,80262,22336,0.278,2,4722,4003,0.505,0.404,0,0,0,0.04,0.05,low,0
41,self_employed,36064,23,2,graduate,urban,32224,6604,0.205,0,2050,1427,0.475,0.318,1,0,0,0.06,0.05,low,0
19,salaried,62495,1,2,graduate,urban,41347,13064,0.316,4,2712,2466,0.474,0.479,1,0,0,0.0,0.05,low,0
27,salaried,37695,5,0,graduate,rural,42146,7522,0.178,1,1380,591,0.188,0.561,1,0,0,0.06,0.05,low,0
32,self_employed,68029,4,1,graduate,metro,59466,23851,0.401,1,2336,2416,0.426,0.588,0,0,1,0.04,0.05,low,0
34,self_employed,38266,7,1,graduate,urban,37969,11470,0.302,0,1676,1057,0.331,0.474,0,0,0,0.0,0.05,low,0
41,self_employed,48822,15,1,graduate,urban,30841,12971,0.421,1,1813,1487,0.365,0.554,1,0,1,0.07,0.05,low,0
36,salaried,36391,18,0,graduate,metro,42359,16231,0.383,3,1723,1255,0.414,0.432,0,0,0,0.07,0.05,low,0
21,salaried,82914,3,2,high_school,metro,86099,45875,0.533,3,5434,1223,0.177,0.214,2,0,0,0.06,0.35,medium,0
38,unemployed,91970,17,1,post_graduate,metro,98274,42239,0.43,2,5810,2419,0.316,0.242,2,0,0,0.03,0.35,medium,0
41,self_employed,53246,1,0,graduate,urban,24225,11263,0.465,0,3130,612,0.138,0.295,0,0,0,0.05,0.05,low,0
40,salaried,61029,11,2,high_school,urban,33191,14572,0.439,2,4202,3497,0.688,0.174,1,0,1,0.04,0.4,medium,1
45,salaried,29018,1,1,high_school,metro,16164,7130,0.441,1,1308,413,0.171,0.459,0,0,0,0.07,0.05,low,0
43,salaried,51542,15,1,graduate,rural,28029,13452,0.48,3,3618,1095,0.255,0.158,0,0,0,0.06,0.05,low,0
39,unemployed,58389,21,1,post_graduate,rural,62468,23246,0.372,0,2917,3088,0.635,0.401,0,0,1,0.01,0.4,medium,0
34,salaried,221991,10,3,graduate,urban,72967,58047,0.796,1,11107,7207,0.39,0.4,1,0,0,0.06,0.3,medium,1
18,salaried,34338,1,1,graduate,metro,12653,4977,0.393,3,1724,519,0.181,0.398,0,0,0,0.07,0.05,low,0
39,salaried,124503,7,1,high_school,urban,68043,6087,0.089,4,4658,3429,0.33,0.551,1,0,0,0.04,0.05,low,0
37,self_employed,98560,2,2,graduate,metro,47297,9823,0.208,0,7291,1392,0.169,0.112,0,0,0,0.09,0.05,low,0
37,self_employed,68893,10,1,post_graduate,metro,35044,15387,0.439,2,2694,1263,0.22,0.531,0,0,0,0.08,0.05,low,0
22,salaried,144251,4,0,post_graduate,urban,146868,54218,0.369,1,6857,1577,0.131,0.43,0,1,0,0.41,0.3,medium,0
24,self_employed,72117,4,0,high_school,metro,58185,21043,0.362,1,3363,2181,0.363,0.44,0,0,0,0.09,0.05,low,0
45,unemployed,72735,12,1,graduate,metro,22198,2001,0.09,2,2650,3539,0.584,0.563,2,0,0,0.04,0.35,medium,1
34,salaried,58304,3,0,high_school,metro,40019,18530,0.463,1,2313,2194,0.452,0.524,0,0,0,0.07,0.05,low,0
41,salaried,110391,11,2,graduate,metro,73641,8670,0.118,4,3886,4266,0.464,0.578,0,0,0,0.08,0.05,low,0
35,salaried,103593,8,1,post_graduate,metro,41701,28553,0.685,3,4715,1902,0.22,0.454,1,0,0,0.05,0.05,low,0
35,self_employed,43790,11,2,post_graduate,rural,39784,10436,0.262,3,3040,1117,0.306,0.167,2,0,0,0.04,0.35,medium,0
44,salaried,30957,11,0,high_school,metro,28848,13126,0.455,3,1469,1566,0.607,0.431,2,0,0,0.09,0.7,high,1
29,salaried,54095,3,2,post_graduate,metro,51325,11767,0.229,4,2081,688,0.153,0.538,1,0,0,0.02,0.05,low,0
35,self_employed,40134,12,1,graduate,metro,38353,1804,0.047,1,2417,2056,0.615,0.277,0,0,0,0.03,0.4,medium,0
30,salaried,58002,3,1,graduate,rural,17403,3208,0.184,3,4341,1886,0.39,0.102,3,0,0,0.04,0.35,medium,1
30,unemployed,111159,10,3,graduate,urban,128780,41967,0.326,3,4781,5579,0.602,0.484,1,0,0,0.09,0.4,medium,0
31,salaried,47636,11,4,graduate,metro,49197,4209,0.086,3,2142,1154,0.291,0.46,0,1,0,0.31,0.3,medium,1
37,salaried,58605,17,3,graduate,rural,65261,51151,0.784,4,4326,1481,0.303,0.114,0,0,1,0.02,0.3,medium,0
30,self_employed,61636,6,2,graduate,metro,19358,7203,0.372,1,2513,2829,0.551,0.511,0,0,0,0.09,0.05,low,0
47,self_employed,91511,2,1,graduate,metro,104365,29452,0.282,1,4999,4354,0.571,0.344,0,0,0,0.03,0.05,low,0
26,salaried,19468,1,0,high_school,metro,20028,12165,0.607,0,843,385,0.237,0.48,1,0,1,0.1,0.05,low,0
33,self_employed,44207,2,2,post_graduate,metro,46571,15093,0.324,6,3190,2518,0.684,0.134,0,0,0,0.06,0.4,medium,0
30,unemployed,66545,12,0,graduate,metro,25550,13111,0.513,0,4939,835,0.151,0.109,0,0,0,0.0,0.05,low,0
49,salaried,109102,22,1,high_school,urban,105272,15440,0.147,1,7340,1282,0.141,0.193,0,0,0,0.0,0.05,low,0
36,unemployed,46819,6,0,post_graduate,metro,54493,32632,0.599,3,2174,1784,0.457,0.443,1,1,0,0.37,0.3,medium,0
45,salaried,23428,25,0,post_graduate,urban,21335,3826,0.179,1,1174,1041,0.533,0.399,0,0,0,0.02,0.05,low,0
20,salaried,81622,2,3,post_graduate,metro,66399,22707,0.342,2,3544,4601,0.676,0.479,1,0,0,0.08,0.4,medium,0
37,salaried,43578,10,0,graduate,metro,50161,19419,0.387,1,3069,1245,0.343,0.155,1,0,0,0.02,0.05,low,0
43,self_employed,33029,10,1,high_school,urban,23075,14634,0.634,1,2359,317,0.115,0.143,1,1,1,0.41,0.3,medium,0
35,self_employed,43819,8,1,graduate,rural,36780,15998,0.435,2,2225,1686,0.462,0.391,2,0,1,0.06,0.35,medium,1
45,salaried,54597,1,2,high_school,metro,39785,21187,0.533,2,3313,1245,0.274,0.272,1,0,0,0.07,0.05,low,0
29,salaried,44250,8,1,post_graduate,urban,50425,12603,0.25,2,1780,1326,0.36,0.517,0,0,0,0.02,0.05,low,0
49,salaried,19874,9,1,high_school,metro,7323,4120,0.563,2,1022,651,0.393,0.383,0,0,0,0.09,0.05,low,0
57,salaried,93763,37,2,high_school,metro,70416,35550,0.505,2,5592,1083,0.139,0.284,1,0,0,0.07,0.05,low,1
31,self_employed,113259,6,2,graduate,metro,104000,17264,0.166,2,5594,3695,0.391,0.407,0,0,1,0.09,0.05,low,0
30,self_employed,82930,6,1,graduate,metro,83984,38285,0.456,4,3999,2458,0.356,0.421,1,0,0,0.1,0.05,low,0
49,salaried,33899,25,4,post_graduate,metro,27957,5584,0.2,1,1131,1490,0.527,0.6,0,0,0,0.01,0.05,low,0
50,unemployed,54135,20,1,graduate,metro,60524,24441,0.404,1,3618,2198,0.487,0.198,1,0,0,0.01,0.05,low,0
29,salaried,59679,2,1,high_school,urban,68499,50212,0.733,2,4200,1049,0.211,0.155,0,0,0,0.08,0.05,low,0
30,unemployed,80772,11,0,high_school,metro,28907,13314,0.461,2,5955,1505,0.224,0.115,1,0,0,0.09,0.05,low,0
32,self_employed,83631,11,3,graduate,urban,55374,24471,0.442,3,5294,1746,0.251,0.24,0,0,0,0.06,0.05,low,0
21,salaried,41477,1,0,high_school,metro,13318,4705,0.353,2,2330,716,0.207,0.326,0,0,0,0.04,0.05,low,0
25,salaried,62379,2,0,graduate,urban,37207,14187,0.381,1,2779,2569,0.494,0.465,1,0,0,0.07,0.05,low,0
24,self_employed,75255,2,1,graduate,urban,58938,5861,0.099,3,5641,4368,0.697,0.1,0,0,1,0.03,0.4,medium,1
27,salaried,123984,9,1,graduate,metro,138826,37850,0.273,5,7179,5075,0.491,0.305,1,0,0,0.02,0.05,low,0
34,salaried,85157,2,1,post_graduate,metro,90428,40345,0.446,2,5255,3292,0.464,0.259,1,0,0,0.05,0.05,low,0
37,salaried,88834,12,1,post_graduate,urban,36843,5137,0.139,3,5487,2561,0.346,0.259,2,0,0,0.02,0.35,medium,0
50,salaried,62436,8,1,post_graduate,rural,23958,11108,0.464,1,4280,1496,0.288,0.177,0,0,0,0.05,0.05,low,1
25,salaried,121203,1,2,high_school,metro,100639,44485,0.442,4,4088,6531,0.647,0.595,2,0,0,0.1,0.7,high,1
44,self_employed,73488,12,2,high_school,metro,57240,6861,0.12,3,3123,4172,0.681,0.49,1,0,0,0.08,0.4,medium,0
32,self_employed,38927,10,1,graduate,rural,21010,12771,0.608,2,2377,1291,0.398,0.267,5,0,0,0.09,0.35,medium,1
34,salaried,120775,9,2,post_graduate,metro,134000,14692,0.11,3,8530,2758,0.274,0.152,3,0,0,0.08,0.35,medium,0
41,self_employed,84876,10,3,post_graduate,urban,96302,22259,0.231,2,5252,3975,0.562,0.257,0,1,0,0.54,0.3,medium,0
23,salaried,47977,1,2,post_graduate,metro,31777,6155,0.194,1,2425,717,0.179,0.393,1,0,0,0.08,0.05,low,0
38,self_employed,47110,2,2,high_school,metro,51880,13872,0.267,1,2280,2195,0.559,0.419,0,0,0,0.09,0.05,low,0
36,self_employed,69444,16,3,post_graduate,urban,44829,12870,0.287,3,4450,3422,0.591,0.231,0,0,0,0.09,0.05,low,0
39,salaried,75477,20,1,graduate,urban,72694,41504,0.571,4,4846,1100,0.175,0.23,1,0,0,0.07,0.05,low,0
37,self_employed,66081,7,1,high_school,metro,48129,24468,0.508,5,3874,3778,0.686,0.296,0,0,0,0.02,0.4,medium,0
59,salaried,69958,2,2,graduate,urban,28705,18956,0.66,3,3181,4030,0.691,0.454,0,0,0,0.0,0.4,medium,1
28,salaried,140081,1,0,high_school,urban,159011,33340,0.21,2,10069,7728,0.662,0.137,2,0,0,0.01,0.7,high,1
29,self_employed,102310,3,0,graduate,urban,72505,21189,0.292,0,5762,3390,0.398,0.324,2,0,0,0.1,0.35,medium,0
